0.24975 	 0
0.72594 	 0
1.20213 	 0
1.67832 	 0
2.15451 	 0
2.63070 	 0
3.10689 	 0
3.58308 	 0
4.05927 	 0
4.53546 	 0
5.01166 	 0
5.48785 	 0
5.96404 	 0
6.44023 	 0
6.91642 	 0
7.39261 	 0
7.86880 	 0
8.34499 	 0
8.82118 	 0
9.29737 	 0
9.53546 	 2
9.77356 	 0
10.24975 	 0
10.72594 	 0
11.20213 	 0
11.44023 	 2
11.67832 	 0
12.15451 	 0
12.63070 	 0
13.10689 	 0
13.34499 	 2
15.48785 	 0
15.96404 	 0
16.44288 	 0
16.91642 	 0
17.39261 	 0
17.86880 	 0
18.34499 	 0
18.82118 	 0
19.29737 	 0
19.77356 	 0
20.24975 	 0
20.72594 	 0
21.20211 	 0
21.67830 	 0
22.15449 	 0
22.63068 	 0
23.10687 	 0
23.58306 	 0
24.05925 	 0
24.53544 	 0
25.01163 	 0
25.48782 	 0
25.96401 	 0
26.44020 	 0
26.91639 	 0
27.39259 	 0
27.86878 	 0
28.34497 	 0
30.72592 	 0
30.96401 	 2
31.20211 	 0
31.44020 	 2
31.67830 	 0
31.91639 	 2
32.15449 	 0
32.39259 	 2
32.63068 	 0
32.86878 	 2
33.10687 	 0
33.34497 	 2
33.58306 	 0
33.81714 	 2
34.05925 	 0
34.29735 	 2
34.53544 	 0
34.76998 	 2
35.01163 	 0
35.24739 	 2
35.48782 	 0
35.72592 	 2
35.96401 	 0
36.20211 	 2
36.44020 	 0
36.67830 	 2
36.91639 	 0
37.15449 	 2
37.39259 	 0
37.63068 	 2
37.86878 	 0
38.10687 	 2
38.34497 	 0
38.58306 	 2
38.82116 	 0
39.05925 	 2
39.29735 	 0
39.53544 	 2
39.77354 	 0
40.01163 	 2
40.24973 	 0
40.48782 	 2
40.72592 	 0
40.96401 	 2
41.20211 	 0
41.44020 	 2
41.67830 	 0
41.91639 	 2
42.15449 	 0
42.39259 	 2
42.63068 	 0
42.86878 	 2
43.10687 	 0
43.34497 	 2
43.58306 	 0
43.82116 	 2
44.05923 	 0
44.29735 	 2
44.53542 	 0
44.77354 	 2
45.01161 	 0
45.24973 	 2
45.48780 	 0
45.72592 	 2
45.96399 	 0
46.44018 	 0
46.91637 	 0
47.39256 	 0
47.63068 	 2
47.86875 	 0
48.34494 	 0
48.82113 	 0
49.29732 	 0
49.53542 	 2
49.77351 	 0
50.24971 	 0
50.72590 	 0
51.20209 	 0
51.44018 	 2
51.67828 	 0
52.15447 	 0
52.63066 	 0
53.10685 	 0
53.34494 	 2
55.24971 	 2
57.15447 	 2
61.20209 	 0
61.44018 	 2
61.67828 	 0
61.67828 	 1
61.91637 	 2
62.15447 	 0
62.39256 	 2
62.63066 	 0
62.63066 	 1
62.86875 	 2
63.10685 	 0
63.34494 	 2
63.58304 	 0
63.58304 	 1
63.82113 	 2
64.05923 	 0
64.29732 	 2
64.53542 	 0
64.53542 	 1
64.77351 	 2
65.01161 	 0
65.24971 	 2
65.48780 	 0
65.48780 	 1
65.72590 	 2
65.96399 	 0
66.20209 	 2
66.44016 	 0
66.44016 	 1
66.67825 	 2
66.91635 	 0
67.15444 	 2
67.39254 	 0
67.39254 	 1
67.63063 	 2
67.86873 	 0
68.10683 	 2
68.34492 	 0
68.34492 	 1
68.58302 	 2
68.82111 	 0
69.05921 	 2
69.29730 	 0
69.29730 	 1
69.53540 	 2
69.77349 	 0
70.01159 	 2
70.24968 	 0
70.24968 	 1
70.48778 	 2
70.72587 	 0
70.96397 	 2
71.20206 	 0
71.20206 	 1
71.44016 	 2
71.67825 	 0
71.91635 	 2
72.15444 	 0
72.15444 	 1
72.39254 	 2
72.63063 	 0
72.86873 	 2
73.10683 	 0
73.10683 	 1
73.34492 	 2
73.58302 	 0
73.82111 	 2
74.05921 	 0
74.05921 	 1
74.29730 	 2
74.53540 	 0
74.77349 	 2
75.01159 	 0
75.01159 	 1
75.24968 	 2
75.48778 	 0
75.60683 	 1
75.72587 	 2
75.96397 	 0
75.96397 	 1
76.20206 	 2
76.44016 	 0
76.67825 	 2
76.91635 	 0
76.91635 	 1
77.15444 	 2
77.39254 	 0
77.63063 	 2
77.86873 	 0
77.86873 	 1
78.10683 	 2
78.34492 	 0
78.58302 	 2
78.82111 	 0
78.82111 	 1
79.05921 	 2
79.29730 	 0
79.53540 	 2
79.77349 	 0
79.77349 	 1
80.01159 	 2
80.24968 	 0
80.48778 	 2
80.72587 	 0
80.72587 	 1
80.96397 	 2
81.20206 	 0
81.44016 	 2
81.67825 	 0
81.67825 	 1
81.91635 	 2
82.15444 	 0
82.39254 	 2
82.63063 	 0
82.63063 	 1
82.86873 	 2
83.10683 	 0
83.34492 	 2
83.58302 	 0
83.58302 	 1
83.82111 	 2
84.05921 	 0
84.29728 	 2
84.53540 	 0
84.53540 	 1
84.77347 	 2
85.01159 	 0
85.24966 	 2
85.48778 	 0
85.48778 	 1
85.72585 	 2
85.96397 	 0
86.20204 	 2
86.44016 	 0
86.44016 	 1
86.67823 	 2
86.91635 	 0
87.15442 	 2
87.39254 	 0
87.39254 	 1
87.63061 	 2
87.86873 	 0
88.10680 	 2
88.34492 	 0
88.34492 	 1
88.58299 	 2
88.82111 	 0
89.05918 	 2
89.29728 	 0
89.29728 	 1
89.53537 	 2
91.44014 	 2
91.67823 	 0
91.67823 	 2
91.91224 	 2
92.15442 	 0
92.28163 	 2
92.39252 	 2
92.52347 	 2
92.62551 	 2
92.62551 	 0
92.86429 	 2
92.98776 	 0
93.34184 	 2
93.47143 	 2
93.58299 	 0
93.58299 	 2
93.81939 	 2
94.05918 	 0
94.18469 	 2
94.29286 	 2
94.42551 	 2
94.52959 	 0
94.52959 	 2
94.76837 	 2
94.89252 	 0
95.13279 	 0
95.24354 	 0
95.24388 	 2
95.36871 	 2
95.48776 	 0
95.48776 	 2
95.72041 	 2
95.96395 	 0
96.09082 	 2
96.19592 	 2
96.32959 	 2
96.44014 	 0
96.44014 	 2
96.67041 	 2
96.91633 	 0
97.14694 	 2
97.28469 	 2
97.38673 	 0
97.38673 	 2
97.62449 	 2
97.86871 	 0
97.99592 	 2
98.10102 	 2
98.23571 	 2
98.34184 	 2
98.34184 	 0
98.57857 	 2
98.82109 	 0
98.82109 	 1
99.05408 	 2
99.18878 	 2
99.29286 	 2
99.29286 	 0
99.53537 	 2
99.77041 	 1
99.77041 	 0
99.89252 	 2
100.00918 	 2
100.13980 	 2
100.24388 	 0
100.24490 	 2
100.48367 	 2
100.72585 	 0
100.72585 	 1
100.90442 	 2
101.08299 	 2
101.20204 	 0
101.20204 	 2
101.44014 	 2
101.67823 	 0
101.67823 	 1
101.79728 	 2
101.91633 	 2
102.04592 	 2
102.14898 	 2
102.15442 	 0
102.39252 	 2
102.63061 	 0
102.63061 	 1
102.75204 	 2
102.86224 	 2
102.99796 	 2
103.10000 	 2
103.10000 	 0
103.34184 	 2
103.58299 	 0
103.58299 	 1
103.70204 	 2
103.82109 	 2
103.95102 	 2
104.05408 	 2
104.05408 	 0
104.29490 	 2
104.53537 	 0
104.53537 	 1
104.65714 	 2
104.76837 	 2
104.90306 	 2
105.00510 	 2
105.00612 	 0
105.24966 	 2
105.48776 	 0
105.48776 	 1
105.60680 	 2
105.72585 	 2
105.85612 	 2
105.95714 	 2
105.95714 	 0
106.19898 	 2
106.44014 	 0
106.44014 	 1
106.56327 	 2
106.67347 	 2
106.80714 	 2
106.91224 	 0
106.91224 	 2
107.15000 	 2
107.39252 	 0
107.39252 	 1
107.51156 	 2
107.63059 	 2
107.75714 	 2
107.86122 	 0
107.86122 	 2
108.10102 	 2
108.10102 	 0
108.34082 	 1
108.46735 	 2
108.57868 	 0
108.71531 	 2
108.81633 	 2
108.81633 	 0
109.05542 	 2
109.29270 	 0
109.29270 	 1
109.41633 	 2
109.53143 	 2
109.66567 	 2
109.77347 	 0
109.77347 	 2
110.01154 	 2
110.12959 	 0
110.24966 	 1
110.36807 	 2
110.36871 	 0
110.48773 	 0
110.61696 	 2
110.72145 	 2
110.72145 	 0
110.96091 	 2
111.20204 	 0
111.20204 	 1
111.32109 	 2
111.43401 	 2
111.56971 	 2
111.67347 	 2
111.67823 	 0
111.91365 	 2
112.15440 	 0
112.15440 	 1
112.27719 	 2
112.38821 	 2
112.52172 	 2
112.62549 	 0
112.62549 	 2
112.86422 	 2
113.10678 	 0
113.23574 	 2
113.34023 	 2
113.47447 	 2
113.57823 	 2
113.57823 	 0
113.81551 	 2
114.05916 	 0
114.29079 	 0
114.42503 	 2
114.52880 	 2
114.52880 	 0
114.77345 	 2
115.01154 	 0
115.13905 	 2
115.24281 	 2
115.37705 	 2
115.48227 	 2
115.48227 	 0
115.72027 	 2
115.96392 	 0
116.19483 	 2
116.19483 	 0
116.33125 	 2
116.43429 	 2
116.44011 	 0
116.67302 	 2
116.91630 	 0
117.04454 	 2
117.14830 	 2
117.28254 	 2
117.39249 	 0
117.39249 	 2
117.63059 	 2
117.86868 	 0
118.10249 	 0
118.10249 	 2
118.23528 	 2
118.34050 	 0
118.34050 	 2
118.57633 	 2
118.82107 	 0
118.94930 	 2
119.05306 	 2
119.18803 	 2
119.29179 	 0
119.29179 	 2
119.53125 	 2
119.77345 	 0
120.00653 	 2
120.14005 	 2
120.24381 	 2
120.24816 	 0
120.48399 	 2
120.72583 	 0
120.85551 	 2
120.96145 	 2
121.09206 	 2
121.19583 	 2
121.20091 	 0
121.43528 	 2
137.39247 	 0
137.86866 	 0
138.34522 	 0
138.82104 	 0
139.29723 	 0
139.77342 	 0
140.24961 	 0
140.72580 	 0
141.20200 	 0
141.67819 	 0
142.15438 	 0
142.63057 	 0
143.10676 	 0
143.58295 	 0
144.05914 	 0
144.53533 	 0
145.01152 	 0
145.48771 	 0
145.96390 	 0
146.44009 	 0
146.91628 	 0
147.39247 	 0
147.86866 	 0
148.34485 	 0
148.82104 	 0
149.29723 	 0
149.77342 	 0
150.24961 	 0
150.72580 	 0
151.20200 	 0
151.67819 	 0
152.15438 	 0
152.63057 	 0
153.10676 	 0
153.58295 	 0
154.05914 	 0
154.53533 	 0
155.01152 	 0
155.48771 	 0
155.96390 	 0
156.44009 	 0
156.91628 	 0
157.39245 	 0
157.86864 	 0
158.34483 	 0
158.82102 	 0
159.29721 	 0
159.77340 	 0
160.24959 	 0
160.72578 	 0
161.20197 	 0
161.67816 	 0
162.15435 	 0
162.63054 	 0
163.10673 	 0
163.58293 	 0
165.96388 	 0
166.44007 	 0
166.91626 	 0
167.39245 	 0
167.86864 	 0
168.34483 	 0
168.82102 	 0
169.29721 	 0
169.77340 	 0
170.24959 	 0
170.72578 	 0
171.20197 	 0
171.67816 	 0
172.15435 	 0
172.63054 	 0
173.10673 	 0
173.58293 	 0
174.05912 	 0
174.53531 	 0
175.01150 	 0
175.48769 	 0
175.96388 	 0
176.44007 	 0
176.91626 	 0
177.39245 	 0
177.86864 	 0
178.34483 	 0
178.82102 	 0
179.29721 	 0
179.77338 	 0
180.24957 	 0
180.72576 	 0
181.20195 	 0
181.67814 	 0
182.15433 	 0
182.63052 	 0
182.86862 	 0
