songID    all_f    all_p    all_r    bd_f    bd_p    bd_r    sd_f    sd_p    sd_r    hh_f    hh_p    hh_r
1    0.33    0.31    0.55    0.29    0.44    0.22    0.10    0.05    0.50    0.59    0.44    0.91
2    0.67    0.63    0.75    0.62    0.49    0.87    0.51    0.54    0.49    0.87    0.87    0.88
3    0.59    0.54    0.69    0.47    0.36    0.69    0.55    0.48    0.62    0.76    0.78    0.74
4    0.51    0.54    0.59    0.36    0.25    0.63    0.58    0.88    0.43    0.58    0.50    0.69
5    0.60    0.58    0.70    0.46    0.32    0.83    0.54    0.64    0.47    0.80    0.79    0.80
6    0.47    0.57    0.50    0.47    0.36    0.69    0.25    0.61    0.16    0.69    0.73    0.66
7    0.33    0.32    0.54    0.15    0.09    0.68    0.13    0.25    0.09    0.71    0.62    0.84
8    0.66    0.83    0.55    0.62    0.85    0.49    0.55    0.77    0.42    0.81    0.88    0.74
9    0.68    0.59    0.79    0.69    0.59    0.84    0.57    0.52    0.64    0.77    0.67    0.90
10    0.56    0.72    0.47    0.56    0.62    0.51    0.43    0.71    0.31    0.68    0.82    0.58
11    0.44    0.45    0.44    0.42    0.36    0.50    0.30    0.34    0.26    0.59    0.63    0.56
12    0.69    0.69    0.73    0.67    0.56    0.84    0.81    0.94    0.71    0.60    0.56    0.65
13    0.59    0.54    0.69    0.49    0.36    0.77    0.43    0.40    0.48    0.84    0.87    0.82
14    0.52    0.58    0.62    0.36    0.23    0.84    0.41    0.65    0.30    0.79    0.86    0.72
15    0.55    0.48    0.65    0.58    0.58    0.58    0.65    0.53    0.84    0.42    0.35    0.53
16    0.61    0.69    0.64    0.50    0.37    0.76    0.45    0.78    0.31    0.87    0.91    0.83
17    0.62    0.57    0.76    0.47    0.33    0.82    0.69    0.59    0.82    0.70    0.78    0.64
18    0.60    0.60    0.66    0.73    0.74    0.73    0.62    0.73    0.54    0.46    0.33    0.73
19    0.59    0.58    0.75    0.36    0.23    0.86    0.79    0.73    0.86    0.63    0.79    0.53
20    0.65    0.65    0.71    0.46    0.33    0.75    0.77    0.84    0.71    0.72    0.77    0.69
21    0.45    0.34    0.69    0.43    0.29    0.77    0.40    0.33    0.50    0.54    0.41    0.80
22    0.51    0.61    0.54    0.84    0.73    1.00    0.28    0.71    0.18    0.41    0.39    0.44
23    0.79    0.77    0.82    0.93    0.88    1.00    0.81    0.79    0.84    0.64    0.65    0.62
24    0.73    0.69    0.78    0.86    0.76    0.99    0.51    0.54    0.49    0.81    0.77    0.86
25    0.66    0.82    0.63    0.87    0.77    1.00    0.40    0.87    0.26    0.71    0.80    0.64
26    0.70    0.85    0.67    0.79    0.66    0.98    0.79    0.94    0.69    0.51    0.96    0.34
27    0.68    0.75    0.68    0.79    0.65    1.00    0.55    0.67    0.46    0.72    0.92    0.58
28    0.59    0.88    0.53    0.94    0.90    0.97    0.13    0.75    0.07    0.70    0.98    0.55
29    0.68    0.75    0.66    0.87    0.77    1.00    0.62    0.76    0.52    0.55    0.71    0.45
30    0.57    0.71    0.54    0.83    0.72    0.98    0.27    0.54    0.18    0.61    0.88    0.47
31    0.53    0.57    0.54    0.86    0.76    1.00    0.00    0.00    0.00    0.74    0.94    0.61
32    0.73    0.83    0.72    0.83    0.71    1.00    0.57    0.94    0.41    0.79    0.84    0.76
33    0.77    0.80    0.80    0.68    0.52    0.98    0.81    0.92    0.73    0.80    0.95    0.69
34    0.43    0.47    0.51    0.58    0.41    0.97    0.00    0.00    0.00    0.72    1.00    0.56
